sale_date,product,flavour,customization,quantity_value,quantity_units,price,mode_of_payment,toppers,delivery,delivery_charges,latitude,longitude,product_raw,flavour_raw,year_,month_,day_,dow_,week_,quarter_
12-12-2021,cookie,misc_&_combo,,1,misc_1bunch,100,acc,,,,,,cookies,cranberry,2021,12,12,0,49,4
26-12-2021,misc_&_combo,misc_&_combo,,1,misc_6+9pca,1008,,,,,11.00878,77.0838,cupcake &brownies,strawberry and chocolate,2021,12,26,0,51,4
02-05-2022,cupcake,misc_&_combo,,1,misc_5+5no,700,acc,,,,,,cupcake,blueberry &vanilla,2022,5,2,1,18,2
07-05-2022,misc_&_combo,rosemilk,,1,misc_1tub,190,acc,,,,11.05438,77.02273,rosemilk tresletches,rosemilk,2022,5,7,6,18,2
12-02-2021,brownie,chocochunk,,9,pcs,400,acc,,,,,,brownies,chocochunk,2021,2,12,5,6,1
04-04-2022,cake,chocolate,,500,gram,500,acc,,,,,,cake,chocolate,2022,4,4,1,14,2
12-02-2021,eclair,chocolate,,9,pcs,360,acc,,,,,,eclair,chocolate,2021,2,12,5,6,1
04-02-2021,cake,whiteforest,,500,gram,500,acc,,,,,,cake,whiteforest,2021,2,4,4,5,1
28-01-2021,cake,mango,,500,gram,400,,,no,,,,cake,mango,2021,1,28,4,4,1
09-06-2021,cake,mango,,500,gram,450,cash,,no,,,,cake,mango,2021,6,9,3,23,2
26-05-2021,cake,blackforest,,1000,gram,800,cash,,no,,,,cake,blackforesr,2021,5,26,3,21,2
08-02-2021,cake,mixed,blue moon,3000,gram,,,,,,,,cake,mixes,2021,2,8,1,6,1
30-07-2021,cakesicle,chocolate,,4,pcs,240,cash,,,,,,cakesicls,chocolate,2021,7,30,5,30,3
17-07-2021,brownie,chocochip,,9,pcs,,,,yes,,,,brownies,chocochip,2021,7,17,6,28,3
31-01-2021,brownie,chocolate,,3,pcs,120,,,no,,,,brownies,chocolate,2021,1,31,0,4,1
16-04-2021,brownie,chocochunk,,9,pcs,409,acc,,,,,,brownies,chocochunk,2021,4,16,5,15,2
28-04-2022,cake,blackforest,,500,gram,400,acc,,no,,,,cake,blackfores,2022,4,28,4,17,2
27-06-2021,cake,truffle,,1500,gram,1400,acc,,,,,,cake,truffle,2021,6,27,0,25,2
19-11-2021,cake,chocolate,,1000,gram,1050,acc,,,,10.92969,77.01867,cake,chocolate,2021,11,19,5,46,4
13-01-2021,cake,caramel,,1000,gram,950,acc,,no,,,,cake,caramel,2021,1,13,3,2,1
28-04-2022,cake,whiteforest,isomalt candies pink,2000,gram,2600,acc,,,,11.07766,76.94211,cake,whiteforest,2022,4,28,4,17,2
27-02-2022,cake,pineapple,babyshower,3000,gram,3200,acc,,,,,,cake,pineapple,2022,2,27,0,8,1
08-03-2022,cake,blueberry,loyet,1000,gram,1700,acc,,,,,,cake,blueberry,2022,3,8,2,10,1
18-06-2022,brownie,chocochunk,,9,pcs,585,acc,,,,,,bronwies,chocochunk,2022,6,18,6,24,2
26-04-2022,brownie,chocochunk,,9,pcs,550,acc,,no,,,,brownies,chocochunk,2022,4,26,2,17,2
