sale_date,product,flavour,customization,quantity_value,quantity_units,price,mode_of_payment,toppers,delivery,delivery_charges,latitude,longitude,product_raw,flavour_raw,year_,month_,day_,dow_,week_,quarter_
22-12-2022,eclair,chocolate,,25,pcs,655,acc,,,,11.00778,77.07115,eclair,chocolate,2022,12,22,4,51,4
24-12-2022,misc_&_combo,chocolate,,12,pcs,420,acc,,,,10.982987,76.99679,mini tarts,chocolate,2022,12,24,6,51,4
20-08-2022,cookie,vanilla,,30,pcs,600,acc,,,,,,cookies,vanilla,2022,8,20,6,33,3
17-11-2022,,rasmalai,,6,pcs,150,acc,,,,,,,rasmalai,2022,11,17,4,46,4
16-10-2022,cupcake,,,10,pcs,200,acc,,,,,,cupcakes,,2022,10,16,0,41,4
30-01-2021,eclair,chocolate,,2,pcs,80,acc,,yes,,,,eclair,chocolate,2021,1,30,6,4,1
02-03-2022,cheesecake,,,2,pcs,100,acc,,no,,,,cheesecake,,2022,3,2,3,9,1
28-03-2022,cupcake,chocolate,,6,pcs,390,acc,,,,11.03488,77.03382,cupcake,chocolate,2022,3,28,1,13,1
05-02-2021,cupcake,chocolate,,12,pcs,480,acc,,yes,,11.03885,77.02051,cupcakes,chocolate,2021,2,5,5,5,1
09-07-2021,macaron,mixed,,8,pcs,560,acc,,yes,,,,macarons,mixed,2021,7,9,5,27,3
16-04-2021,eclair,strawberry,,2,pcs,90,acc,,yes,80,10.97594,77.15541,eclair,straberry,2021,4,16,5,15,2
18-04-2021,macaron,mixed,,10,pcs,600,acc,,yes,,11.01164,76.99799,macarons,mixed,2021,4,18,0,15,2
18-04-2021,eclair,chocolate,,5,pcs,225,acc,,yes,,11.01774,76.98339,eclair,chocolate,2021,4,18,0,15,2
22-04-2021,cupcake,chocolate,,10,pcs,450,acc,,yes,100,11.02713,76.9647,cup cake,chocolate,2021,4,22,4,16,2
27-02-2021,cake,misc_&_combo,,1,pcs,1100,acc,,no,,,,cake,pineta,2021,2,27,6,8,1
20-01-2021,cupcake,chocolate,,6,pcs,240,cash,,yes,,11.06029,77.08439,cup cake,chocolate,2021,1,20,3,3,1
06-04-2022,misc_&_combo,misc_&_combo,,3,pcs,210,acc,,no,,,,tarts,chocolate hazelnuts,2022,4,6,3,14,2
07-04-2022,cookie,chocochip,,35,pcs,420,acc,,,,11.01712,76.98326,cookies,chocochip,2022,4,7,4,14,2
11-04-2022,cupcake,strawberry,unicorn theam,10,pcs,900,acc,,,,11.08134,76.99026,cupcake,strawberry,2022,4,11,1,15,2
30-05-2022,cheesecake,,,3,pcs,360,acc,,,,11.07016,77.12767,cheesecake,,2022,5,30,1,22,2
30-05-2022,brownie,chocochunk,,9,pcs,585,cash,,,,11.10169,77.17862,brownies,chocochunk,2022,5,30,1,22,2
25-05-2021,brownie,chocochunk,,9,pcs,430,acc,,no,,,,brownies,chocochunk,2021,5,25,2,21,2
23-06-2022,cupcake,vanilla,,6,pcs,390,acc,,,,11.1088,77.03054,cupcake,vanilla,2022,6,23,4,25,2
12-02-2021,cupcake,vanilla,,30,pcs,1500,cash,,,,11.01704,77.18401,cupcakes,vanilla,2021,2,12,5,6,1
30-01-2022,brownie,chocochunk,,2,pcs,120,acc,,no,,,,brownies,chocochunk,2022,1,30,0,4,1
30-01-2022,cheesecake,misc_&_combo,,2,pcs,190,acc,,no,,,,cheese cakes,strawberry&lotus,2022,1,30,0,4,1
01-02-2022,donut,chocolate,,4,pcs,170,acc,,,,,,donuts,chocolate,2022,2,1,2,5,1
03-02-2022,brownie,chocochunk,,6,pcs,360,acc,,,,,,6pcs,chocochunk,2022,2,3,4,5,1
30-09-2022,cheesecake,strawberry,,2,pcs,196,acc,,,,,,cheesecake,strawberry,2022,9,30,5,39,3
24-12-2022,cupcake,mixed,,10,pcs,700,acc,,,,11.10515,77.17505,cupcakes,mixed flavours,2022,12,24,6,51,4
10-04-2022,cupcake,chocolate,,35,pcs,1750,acc,,,,,,cupcake,chocolate,2022,4,10,0,14,2
26-12-2022,cupcake,,,9,pcs,855,acc,,,,,,cupcake,,2022,12,26,1,52,4
04-06-2021,cupcake,chocolate,custamaiced,6,pcs,430,acc,,no,,,,cupcake,chocolate,2021,6,4,5,22,2
15-12-2021,brownie,lotus_biscoff,,7,pcs,665,acc,,,,,,brownies,lotus,2021,12,15,3,50,4
21-01-2022,misc_&_combo,,,5,pcs,200,acc,,yes,,,,protein bars,,2022,1,21,5,3,1
28-11-2022,cakesicle,,,4,pcs,340,acc,,,,,,cakesicls,,2022,11,28,1,48,4
12-03-2022,macaron,mixed,,5,pcs,325,acc,,,,,,macarons,mixed,2022,3,12,6,10,1
13-03-2022,cupcake,vanilla,blue and green,9,pcs,540,acc,,,,,,cupcakes,vanilla,2022,3,13,0,10,1
15-03-2022,brownie,,,8,pcs,520,acc,,,,11.08149,77.13255,brownies,,2022,3,15,2,11,1
17-03-2022,cupcake,strawberry,,6,pcs,450,acc,,,,,,cupcake,strawberry,2022,3,17,4,11,1
17-03-2022,brownie,chocochunk,,9,pcs,585,acc,,,,11.00878,77.0838,brownies,chocochunk,2022,3,17,4,11,1
03-05-2021,cookie,misc_&_combo,,250,gram,130,acc,,,,,,cookies,contrushugar,2021,5,3,1,18,2
28-01-2021,cookie,wholewheat,,500,gram,350,cash,,yes,,11.04442,77.08102,cookies,wholewheat&sugar. C,2021,1,28,4,4,1
08-03-2021,cookie,wholewheat,,300,gram,200,acc,,yes,,11.0045,77.03344,cookies,whole wheat,2021,3,8,1,10,1
16-10-2021,misc_&_combo,misc_&_combo,,200,gram,200,acc,,,,,,cookies ticks,special,2021,10,16,6,41,4
18-11-2021,cookie,wholewheat,,250,gram,250,,,,,,,cookies,wholewheat,2021,11,18,4,46,4
05-09-2022,misc_&_combo,misc_&_combo,Reema birthday,900,gram,1300,acc,,,,11.01195,76.9975,bundt cake,chocolate cake with berries,2022,9,5,1,36,3
19-09-2022,jam,blueberry,,200,gram,480,acc,,,,11.05034,77.01165,jam,blueberry,2022,9,19,1,38,3
11-10-2022,moulded_ganache_cake,chocolate,,700,gram,1200,acc,,,,10.97989,77.03857,moulded ganache cake,chocolate,2022,10,11,2,41,4
16-11-2022,cookie,wholewheat,,400,gram,350,acc,,,,10.92258,76.98262,cookies,whole wheat,2022,11,16,3,46,4
23-11-2022,cookie,wholewheat,,500,gram,420,acc,,,,11.08663,77.13393,cookies,whole wheat,2022,11,23,3,47,4
24-11-2022,cheesecake,blueberry,,500,gram,850,acc,,,,11.08253,77.12183,cheese cake,blueberry,2022,11,24,4,47,4
24-11-2022,cheesecake,misc_&_combo,,500,gram,850,acc,,,,11.07806,77.03695,cheese cake,plain,2022,11,24,4,47,4
24-11-2022,cookie,wholewheat,,250,gram,340,acc,,,,11.07806,77.03695,cookies,whole wheat,2022,11,24,4,47,4
12-12-2022,cookie,,,250,gram,350,acc,,,,11.06245,77.02921,whole wheat cookies,,2022,12,12,1,50,4
24-12-2022,cheesecake,blueberry,,500,gram,850,acc,,,,10.982987,76.99679,cheese cake,blue berry,2022,12,24,6,51,4
24-12-2022,fruit_cake,fruitcake,,850,gram,1000,acc,,,,11.10515,77.17505,fruit cakeb,fruit cake,2022,12,24,6,51,4
28-01-2021,hamper,misc_&_combo,,1,box,380,acc,,yes,,11.05454,77.10852,hamper box,"brownies ,eclair,cookies",2021,1,28,4,4,1
28-01-2021,hamper,misc_&_combo,,1,box,400,acc,,yes,,11.01639,77.13371,hamper box,"eclair,cupcake, brownies",2021,1,28,4,4,1
24-07-2021,misc_&_combo,,,1,box,200,acc,,,,,,meringue,,2021,7,24,6,29,3
20-08-2022,bento,truffle,,1,box,250,acc,,,,,,bento,truffle,2022,8,20,6,33,3
21-12-2021,hamper,christmas,,1,box,400,acc,,no,,,,hamper,christmas,2021,12,21,2,51,4
21-12-2021,hamper,christmas,,1,box,400,acc,,no,,,,hamper,christmas,2021,12,21,2,51,4
31-12-2021,hamper,misc_&_combo,,1,box,800,acc,,,,11.05972,77.08275,hamper,"fruitcake,cookies ,entremet ,truffles ,eclair",2021,12,31,5,52,4
24-01-2022,brookie,,,2,box,500,acc,,yes,,,,brookies,,2022,1,24,1,4,1
12-02-2022,,truffle,,1,box,250,acc,,no,,,,,truffle,2022,2,12,6,6,1
16-04-2022,brookie,chocolate,,2,box,500,cash,,no,,,,brookies,chocolate,2022,4,16,6,15,2
17-04-2022,brookie,,,1,box,150,acc,,,,11.01739,76.99594,brookies,,2022,4,17,0,15,2
18-04-2022,brookie,,,2,box,400,cash,,no,,,,brookies,,2022,4,18,1,16,2
11-06-2022,brookie,chocolate,,1,box,280,acc,,,,11.04533,77.00097,brookies,chocolate,2022,6,11,6,23,2
18-07-2022,bento,lotus_biscoff,,1,box,300,acc,,,,11.06272,77.03061,bento,lotusbiscoff,2022,7,18,1,29,3
18-07-2022,bento,lotus_biscoff,,1,box,300,acc,,,,11.06272,77.03061,bento,lotusbiscoff,2022,7,18,1,29,3
24-07-2022,brookie,chocolate,,1,box,350,cash,,,,11.04081,77.07688,brookie,chocolate,2022,7,24,0,29,3
09-08-2022,bento,truffle,,1,box,250,acc,,,,11.06589,77.004,bento,truffle,2022,8,9,2,32,3
20-01-2022,misc_&_combo,,,1,box,,,,,,,,brookies /brownies/petitdefruit,,2022,1,20,4,3,1
20-01-2022,misc_&_combo,,,1,box,600,acc,,,,,,brookies /brownies/petitdefruit,,2022,1,20,4,3,1
22-10-2022,brookie,chocolate,,1,box,300,acc,,,,,,brookies,chocolate,2022,10,22,6,42,4
06-11-2022,brookie,chocolate,,2,box,540,acc,,,,11.05025,77.0681,brookies,chocolate,2022,11,6,0,44,4
08-03-2021,brownie,chocochunk,,4,pcs,180,,,yes,,,,brownies,chocochunk,2021,3,8,1,10,1
06-11-2022,misc_&_combo,misc_&_combo,,2,box,400,acc,,,,11.02739,77.02163,assorted bonbons,"rasmalai ,hazelnut ,caramel",2022,11,6,0,44,4
18-11-2022,bento,hazelnut,,1,box,320,cash,,,,11.04081,77.07688,bento,hazelnuts,2022,11,18,5,46,4
25-11-2022,bento,chocolate,,1,box,280,acc,,,,11.06383,77.08166,bento,chocolate,2022,11,25,5,47,4
25-11-2022,bento,mango,,1,box,280,acc,,,,11.06383,77.08166,bento,mango,2022,11,25,5,47,4
22-12-2022,bento,blueberry,,1,box,250,cash,,,,11.06495,77.0819,bento,blueberry,2022,12,22,4,51,4
28-03-2022,bento,truffle,,1,box,250,acc,,,,11.03488,77.03382,bento,truffle,2022,3,28,1,13,1
05-04-2022,brookie,chocolate,,1,box,250,acc,,,,,,brookies,chocolate,2022,4,5,2,14,2
06-04-2022,brookie,chocolate,,1,box,250,acc,,no,,,,brookies,chocolate,2022,4,6,3,14,2
29-01-2022,brookie,chocolate,,1,box,280,cash,,,,11.0989,77.18061,brookies,chocolate,2022,1,29,6,4,1
29-01-2022,cookie,butterscotch,,1,box,200,acc,,,,11.07805,77.03718,cookiebox,butterscotch,2022,1,29,6,4,1
30-01-2022,brookie,chocolate,,1,box,250,acc,,no,,,,brookies,chocolate,2022,1,30,0,4,1
26-12-2022,misc_&_combo,,,1,box,720,acc,,,,,,christmas hamper,,2022,12,26,1,52,4
12-02-2022,bento,lotus_biscoff,,1,box,250,acc,,no,,,,bento cake,biscoff,2022,2,12,6,6,1
13-03-2022,brookie,,,1,box,250,acc,,,,11.02775,76.99272,brookies,,2022,3,13,0,10,1
10-11-2021,jam,raspberry,,1,jar,500,acc,,,,11.04792,77.07211,jam,raspberry,2021,11,10,3,45,4
15-04-2022,jam,pineapple,,1,jar,250,acc,,,,,,jam,pineapple,2022,4,15,5,15,2
18-05-2022,jarcake,rasmalai,,1,jar,350,acc,,,,11.08308,76.98545,jar cake,rasamalai,2022,5,18,3,20,2
07-07-2022,jarcake,rasmalai,,1,jar,300,acc,,,,11.01714,76.98478,jar,rasamalai jar,2022,7,7,4,27,3
07-07-2022,jarcake,rasmalai,,1,jar,300,acc,,,,11.0753,77.03559,jar,rasamalai,2022,7,7,4,27,3
07-07-2022,jarcake,rasmalai,,1,jar,300,acc,,,,11.06694,77.05193,jar,rasamalai,2022,7,7,4,27,3
07-07-2022,jarcake,truffle,,1,jar,250,acc,,,,11.06694,77.05193,jar,truffle,2022,7,7,4,27,3
07-07-2022,jarcake,misc_&_combo,,1,jar,300,acc,,,,11.06694,77.05193,jar,chocolate hazelnuts,2022,7,7,4,27,3
29-09-2022,misc_&_combo,rasmalai,,1,jar,280,acc,,,,11.07995,77.17778,rasmalai jar,rasmalai,2022,9,29,4,39,3
29-09-2022,misc_&_combo,rasmalai,,1,jar,280,acc,,,,11.05034,77.01165,rasmalai jar,rasmalai,2022,9,29,4,39,3
01-03-2021,misc_&_combo,chocolate,,1,misc_4+3 pcs,295,acc,,yes,,11.0045,77.03344,eclair and brownies,chocolate,2021,3,1,1,9,1
01-03-2021,misc_&_combo,chocolate,,1,misc_6+6pcs,510,acc,,yes,,11.04228,77.04931,eclair and brownies,chocolate,2021,3,1,1,9,1
01-05-2021,misc_&_combo,chocovanilla,,1,misc_9pcs&12pcs,885,acc,,yes,,11.01577,77.13315,brownies&cupcake,chocolate &vanilla,2021,5,1,6,17,2
16-08-2021,misc_&_combo,chocolate,,1,misc_1bunch,200,acc,,,,,,cookiesticks,chocolate,2021,8,16,1,33,3
08-09-2022,brookie,chocolate,,4,box,1400,acc,,,130,,,brookies,chocolate,2022,9,8,4,36,3
19-11-2022,brookie,chocolate,,4,box,1400,acc,,,,,,brookies,chocolate,2022,11,19,6,46,4
10-12-2022,bento,lotus_biscoff,,1,box,290,acc,,,,,,bento,biscoff,2022,12,10,6,49,4
14-12-2022,bento,chocolate,,1,box,250,acc,,,,,,bento,chocolate,2022,12,14,3,50,4
17-12-2022,bento,chocolate,,1,box,250,acc,,,,,,bento,chocolate,2022,12,17,6,50,4
17-12-2022,bento,chocolate,,1,box,300,acc,,,,,,bento,chocolate,2022,12,17,6,50,4
20-12-2022,bento,blueberry,,1,box,300,acc,,,,,,bento,blueberry,2022,12,20,2,51,4
21-12-2022,bento,chocolate,violet butterfly,1,box,320,acc,,,,,,bento,chovolate,2022,12,21,3,51,4
25-12-2022,brookie,,,4,box,1400,acc,,,,,,brookies,,2022,12,25,0,51,4
15-07-2021,cupcake,misc_&_combo,,6,pcs,420,acc,,,,,,cupcake,country sugar wholewheat,2021,7,15,4,28,3
15-07-2021,macaron,chocolate,,3,pcs,180,acc,,yes,,11.05008,77.01328,macarons,chocolate,2021,7,15,4,28,3
23-07-2021,cupcake,chocolate,,6,pcs,360,acc,,yes,,11.05792,77.07472,cupcakes,chocolate,2021,7,23,5,29,3
02-01-2021,cupcake,misc_&_combo,,6,pcs,240,cash,,yes,,,,cupcake,mixed berries,2021,1,2,6,53,1
16-01-2021,cupcake,vanilla,father,10,pcs,550,acc,,,,,,cupcakes,vanilla,2021,1,16,6,2,1
17-01-2021,cupcake,hazelnut,housewarming,6,pcs,390,acc,,yes,,11.03233,77.00879,cupcake,hazelnuts,2021,1,17,0,2,1
31-01-2021,cupcake,chocolate,,8,pcs,320,acc,30,yes,,11.02425,77.00382,cupcakes,chocolate,2021,1,31,0,4,1
14-02-2021,eclair,chocolate,,2,pcs,80,cash,,,,,,eclair,chocolate,2021,2,14,0,6,1
15-02-2021,eclair,chocolate,,5,pcs,200,,,,,,,eclair,chocolate,2021,2,15,1,7,1
26-02-2021,cupcake,chocolate,anniversary,6,pcs,400,,,yes,,11.04621,77.01415,cupcakes,chocolate,2021,2,26,5,8,1
02-03-2021,cupcake,vanilla,,6,pcs,900,acc,,yes,,11.07511,77.05599,cupcakes,vanilla,2021,3,2,2,9,1
03-03-2021,cupcake,pineapple,,10,pcs,450,acc,,no,,,,cupcake,pineapple,2021,3,3,3,9,1
04-03-2021,eclair,chocolate,,5,pcs,200,acc,,yes,,11.02545,77.12462,eclair,chocolate,2021,3,4,4,9,1
08-03-2021,cupcake,misc_&_combo,,6,pcs,270,acc,,yes,,,,cupcake,straberry &pineapple,2021,3,8,1,10,1
08-03-2021,brownie,chocochunk,,5,pcs,225,,,yes,,11.0508,77.06891,brownies,chocochunk,2021,3,8,1,10,1
31-03-2021,cupcake,chocolate,makeups,6,pcs,380,,,no,,,,cupcake,chocolate,2021,3,31,3,13,1
10-04-2021,cupcake,chocolate,BTS,6,pcs,390,cash,,yes,60,11.0027,76.99055,cupcake,chocolate,2021,4,10,6,14,2
11-04-2021,cupcake,chocolate,hospital,6,pcs,360,acc,,yes,,11.0604,77.08414,cupcake,chocolate,2021,4,11,0,14,2
11-04-2021,macaron,strawberry,,1,pcs,65,acc,,yes,,11.01195,76.99756,macarons,straberry,2021,4,11,0,14,2
16-04-2021,brownie,chocochunk,,9,pcs,360,acc,,yes,,11.00161,77.07126,brownies,chocochunk,2021,4,16,5,15,2
26-04-2021,brownie,misc_&_combo,,6,pcs,420,cash,,yes,,,,brownies,Nutella,2021,4,26,1,17,2
26-04-2021,brownie,chocochunk,,12,pcs,540,acc,,yes,,11.04259,77.03758,brownies,chocochunk,2021,4,26,1,17,2
27-04-2021,brownie,chocochunk,,6,pcs,270,cash,30,yes,,11.00161,77.07126,brownies,chocochunk,2021,4,27,2,17,2
30-04-2021,cupcake,vanilla,animal,6,pcs,4200,acc,,no,,,,cupcake,vanilla,2021,4,30,5,17,2
09-05-2021,eclair,chocolate,,12,pcs,440,cash,,,,,,eclair,chocolate,2021,5,9,0,18,2
15-05-2021,brownie,chocochunk,,4,pcs,200,,,yes,,11.0543,77.06724,brownies,chocochunk,2021,5,15,6,19,2
11-06-2021,,misc_&_combo,,1,pcs,1100,acc,,no,,,,,pinata,2021,6,11,5,23,2
23-06-2021,brownie,chocochunk,,9,pcs,450,acc,,no,,,,brownie cake,chocochunk,2021,6,23,3,25,2
08-02-2021,cupcake,mixed,,,,,,,,,,,cupcake s,mixed,2021,2,8,1,6,1
26-06-2021,brownie,chocochunk,,9,pcs,550,acc,,no,,,,brownie cake,chocochunk,2021,6,26,6,25,2
20-11-2022,,,,10,pcs,700,acc,,,,,,,,2022,11,20,0,46,4
29-08-2021,brownie,chocochunk,,1,misc_1layer,680,acc,,yes,,11.11217,77.02028,brownie cake,chocochunk,2021,8,29,0,34,3
23-08-2021,brownie,misc_&_combo,,1,misc_1layer,650,acc,,yes,,11.00301,76.99967,brownies cake,cake,2021,8,23,1,34,3
28-08-2021,jam,raspberry,,1,misc_1bottle,600,acc,,yes,,11.02532,77.01374,jam,Raspberry,2021,8,28,6,34,3
22-09-2021,misc_&_combo,misc_&_combo,,1,misc_bunch,250,acc,,,,,,cookie sticks,orange,2021,9,22,3,38,3
30-10-2021,misc_&_combo,,,1,misc_9+6pcs,900,acc,,,,,,brownies &cupcakes,,2021,10,30,6,43,4
07-05-2022,misc_&_combo,rosemilk,,1,misc_1tub,180,acc,,,,11.05132,77.12726,rosemilk tresletches,rosemilk,2022,5,7,6,18,2
07-05-2022,misc_&_combo,rosemilk,,1,misc_1tub,180,acc,,,,11.05012,77.0115,rosemilk tresletches,rosemilk,2022,5,7,6,18,2
10-05-2022,brownie,,,1,misc_medium size,730,cash,,,,11.10809,77.1743,brownies,,2022,5,10,2,19,2
26-05-2022,brookie,chocolate,,1,misc_mini box 1,200,acc,,,,,,brookies,chocolate,2022,5,26,4,21,2
11-06-2022,cheesecake,misc_&_combo,,1,misc_2+2,560,acc,,,,11.04533,77.00097,cheese cake,"mango,vanilla",2022,6,11,6,23,2
30-07-2022,misc_&_combo,oreo,,1,misc_50shots,2200,acc,,,,11.07107,77.10356,mousse shots,Oreo,2022,7,30,6,30,3
18-09-2022,misc_&_combo,wholewheat,,1,misc_1bunch,200,acc,,,,11.08614,77.13435,cookie stick,wholeeheet,2022,9,18,0,37,3
24-09-2022,misc_&_combo,cheesegarlic,,1,misc_50mini buns,1100,acc,,,,11.04812,77.12493,garlic buns,cheese garlic,2022,9,24,6,38,3
03-10-2022,misc_&_combo,misc_&_combo,i love u,1,misc_6+3pcs,550,acc,,,,11.04156,77.00083,cupcake &cookies,chocolate & chocochip,2022,10,3,1,40,4
24-10-2022,misc_&_combo,,,1,misc_8+2,320,cash,,,,11.01096,77.01284,rasmalai truffles & gulabi cheese cake,,2022,10,24,1,43,4
04-11-2022,entremet,strawberry,,1,misc_large,1450,acc,,,,11.01179,76.99797,entremet,strawberry,2022,11,4,5,44,4
11-02-2021,misc_&_combo,redvelvet,,1,misc_1kg&12pcs,1800,acc,,yes,200,10.99324,77.29554,cake $cupcake,redvelvet,2021,2,11,4,6,1
19-04-2021,misc_&_combo,chocolate,,1,misc_0.5kg+9pcs,810,acc,,yes,,11.00733,77.0808,cake &brownies,chocolate,2021,4,19,1,16,2
31-12-2022,,brownie,,1,misc_larg slab,720,,,,,,,,brownies,2022,12,31,6,52,4
25-08-2021,jam,raspberry,,1,misc_1bottle,600,acc,,yes,,11.04975,77.01401,jam,raspberry,2021,8,25,3,34,3
06-06-2022,entremet,strawberry,,1,misc_heart shape,1300,acc,,,,,,entremet,strawberry,2022,6,6,1,23,2
23-12-2022,donut,misc_&_combo,,1,misc_20*3skewer,1800,acc,,,,,,donuts,small,2022,12,23,5,51,4
28-02-2022,misc_&_combo,misc_&_combo,,1,"misc_6,6",650,acc,,,,,,brownies &cupcakes,chocolate amd mixed fruits,2022,2,28,1,9,1
14-10-2021,misc_&_combo,,,,,80,acc,,yes,,11.06777,77.06675,proteinbar,,2021,10,14,4,41,4
16-12-2021,hamper,misc_&_combo,,,,400,acc,,,,,,hamper 1,"brownies,truffles,eclair5,cakebites,",2021,12,16,4,50,4
16-12-2021,hamper,misc_&_combo,,,,300,acc,,,,,,hamper 2,"brownie,eclair,cookies,truffle",2021,12,16,4,50,4
24-12-2021,hamper,mixed,,,,430,acc,,,,10.9984,77.02665,hamper,mixed,2021,12,24,5,51,4
25-12-2021,hamper,,,,,,,,,,11.05717,77.07038,hamper,,2021,12,25,6,51,4
27-12-2021,hamper,christmas,,,,700,acc,,,,,,hamper,christmas,2021,12,27,1,52,4
08-02-2022,brownie,chocolate,,,,,,,,,,,brownies,chocolate,2022,2,8,2,6,1
08-02-2022,cupcake,strawberry,,,,,,,,,,,cupcakes,strawberry,2022,2,8,2,6,1
08-02-2022,cakesicle,misc_&_combo,,,,,,,,,,,cakesicls,strawberry /chocolate,2022,2,8,2,6,1
11-02-2022,misc_&_combo,,,,,600,acc,,,,11.07259,77.10635,marshmellow,,2022,2,11,5,6,1
14-02-2022,cake,caramelnuts,green colour flowers cake,,,2500,acc,,,,11.13956,76.9313,cake,caramel nuts,2022,2,14,1,7,1
17-02-2022,brookie,chocolate,S monogram,,,1000,acc,,,,11.15258,77.21086,brookies,chocolate,2022,2,17,4,7,1
21-02-2022,bento,chocolate,,,,200,acc,,no,,,,bento,bento chocolate,2022,2,21,1,8,1
10-06-2022,moulded_ganache_cake,strawberry,romantic heart,,,1300,cash,,,,10.91912,76.98473,moulded ganache,strawberry,2022,6,10,5,23,2
05-07-2022,moulded_ganache_cake,pineapple,dark chocolate,,,1000,acc,,,,,,moulded ganach cake,pineapple,2022,7,5,2,27,3
20-07-2022,cake,strawberry,red cake with rose,,,2730,acc,,,,,,cake,strawberry,2022,7,20,3,29,3
24-07-2022,donut,mixed,,,,350,acc,,,,,,donuts,mixed,2022,7,24,0,29,3
19-08-2022,,redvelvet,,1000,gram,1500,acc,,,,,,,redvelvet,2022,8,19,5,33,3
09-09-2022,cake,chocolate,wedding cake,,,3180,acc,,,,,,cake,chocolate,2022,9,9,5,36,3
23-08-2022,cake,,half birthday,,,980,acc,,,,11.07542,77.06562,cake,,2022,8,23,2,34,3
28-09-2022,misc_&_combo,,,,,,,,,,,,rasmalai jar,,2022,9,28,3,39,3
28-09-2022,misc_&_combo,misc_&_combo,,,,,,,,,,,garlic rooles,cheese,2022,9,28,3,39,3
28-09-2022,cookie,chocolate,,,,,,,,,,,chocochip cookie,chocolate infusion,2022,9,28,3,39,3
02-10-2022,misc_&_combo,,jumgletheam,,,,,,,,,,fondant topper,,2022,10,2,0,39,4
29-10-2022,cake,misc_&_combo,adrin birthday,,,,,,,,,,cake,remainder,2022,10,29,6,43,4
30-11-2022,bento,chocolate,,,,250,cash,,,,,,bento,chocolate,2022,11,30,3,48,4
18-12-2022,cupcake,misc_&_combo,,,,660,acc,,,,,,cupcake,chocolate 6+mixed fruit 6,2022,12,18,0,50,4
08-02-2022,eclair,chocolate,,,,,,,,,,,eclair,chocolate,2022,2,8,2,6,1
28-05-2021,cake,chocolate,,1000,gram,800,,,no,,,,cake,chocolate,2021,5,28,5,21,2
26-02-2022,cookie,misc_&_combo,,,,200,acc,,,,,,cookies,special orange,2022,2,26,6,8,1
30-12-2022,,,,,,280,cash,,,,,,,,2022,12,30,5,52,4
19-05-2021,cake,mango,,500,gram,450,,,no,,,,cake,mango,2021,5,19,3,20,2
13-03-2021,cake,chocolate,,500,gram,660,acc,,yes,,11.02099,76.97549,cake,chocolate,2021,3,13,6,10,1
14-04-2021,cake,strawberry,,500,gram,450,cash,,yes,100,11.03146,76.93074,cake,straberry,2021,4,14,3,15,2
15-04-2021,cake,fusionberries,,500,gram,600,acc,,yes,,,,cake,fussionberries,2021,4,15,4,15,2
14-05-2022,cake,blackforest,,1500,gram,1500,acc,,,,11.02257,76.9784,cake,blackforest,2022,5,14,6,19,2
20-02-2021,cake,pineapple,car,1500,gram,1800,cash,,no,,,,cake,pineapple,2021,2,20,6,7,1
02-04-2021,cake,strawberry,rainbow cake with cartoon toppers,1500,gram,1500,cash,,yes,,11.0499,77.06096,cake,straberry,2021,4,2,5,13,2
02-05-2022,cake,pineapple,,1500,gram,,,,,,,,cake,pineapple,2022,5,2,1,18,2
13-03-2021,cake,truffle,,1000,gram,1000,cash,,yes,,10.99301,77.08407,cake,truffle,2021,3,13,6,10,1
14-04-2021,cake,truffle,printed,1000,gram,1300,cash,,,,,,cake,truffle,2021,4,14,3,15,2
16-10-2022,cookie,,,10,pcs,300,acc,,,,,,chocochip cookies,,2022,10,16,0,41,4
15-04-2021,eclair,misc_&_combo,,10,pcs,450,acc,,yes,,,,eclair,"chocolate ,straberry ,vanilla",2021,4,15,4,15,2
19-04-2021,donut,chocolate,,6,pcs,270,,,yes,,,,donuts,chocolate,2021,4,19,1,16,2
03-05-2021,cupcake,misc_&_combo,,6,pcs,360,acc,,,,,,cupcakes,contrusugar chocolate,2021,5,3,1,18,2
03-05-2021,macaron,mixed,,3,pcs,180,acc,,yes,,11.05518,77.0197,macarons,mixed,2021,5,3,1,18,2
23-05-2021,macaron,mango,,5,pcs,350,acc,,no,,,,macarons,mango,2021,5,23,0,20,2
19-05-2022,jarcake,rasmalai,,2,pcs,520,acc,,,,11.05438,77.02273,Jar cake,rasamalai jar,2022,5,19,4,20,2
27-01-2022,eclair,chocolate,,10,pcs,500,cash,,yes,,11.03007,76.94809,eclairs,chocolate,2022,1,27,4,4,1
29-01-2022,brownie,chocolate,,5,pcs,300,,,,,,,brownies,chocolate,2022,1,29,6,4,1
13-08-2022,brookie,chocolate,,1,box,300,acc,,,,,,brookies,chocolate,2022,8,13,6,32,3
13-08-2022,brookie,,,1,box,300,acc,,,,,,brookies,,2022,8,13,6,32,3
09-08-2022,brookie,chocolate,,1,box,300,acc,,,,11.06589,77.004,brookies,chocolate,2022,8,9,2,32,3
13-08-2022,brookie,,,1,box,300,,,,,,,brookies,,2022,8,13,6,32,3
13-08-2022,brookie,,,1,box,300,,,,,,,brookies,,2022,8,13,6,32,3
16-08-2022,bento,lotus_biscoff,,1,box,350,acc,,,,11.00244,77.08226,bento,biscoff,2022,8,16,2,33,3
01-11-2021,hamper,,,1,misc_1,600,acc,,,,11.01241,77.08514,hamper diwali,,2021,11,1,1,44,4
